date,open,high,close,low,vol,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2011-08-02,10.980,10.980,10.720,10.600,9946.02,-1.65,10.720,10.720,10.720,9946.02,9946.02,9946.02,0.86
2011-08-03,10.700,11.130,10.990,10.690,17528.97,2.52,10.855,10.855,10.855,13737.50,13737.50,13737.50,1.51
2011-08-04,10.910,11.220,11.050,10.770,14367.77,0.55,10.920,10.920,10.920,13947.59,13947.59,13947.59,1.24
2011-08-05,10.800,11.450,10.860,10.130,16193.30,-1.72,10.905,10.905,10.905,14509.02,14509.02,14509.02,1.39
2011-08-08,11.000,11.450,10.830,10.410,40068.54,-0.28,10.890,10.890,10.890,19620.92,19620.92,19620.92,3.45
2011-08-09,10.180,10.820,10.680,9.750,30049.27,-1.39,10.882,10.855,10.855,23641.57,21358.98,21358.98,2.59
2011-08-10,10.700,10.950,10.680,10.630,29746.61,0.00,10.820,10.830,10.830,26085.10,22557.21,22557.21,2.56
2011-08-11,10.490,10.810,10.700,10.120,16040.99,0.19,10.750,10.814,10.814,26419.74,21742.68,21742.68,1.38
2011-08-12,10.850,11.120,11.090,10.610,30665.20,3.65,10.796,10.844,10.844,29314.12,22734.07,22734.07,2.64
2011-08-15,11.100,12.200,12.200,11.000,81762.85,10.01,11.070,10.980,10.980,37652.98,28636.95,28636.95,7.04
2011-08-16,12.010,12.180,11.750,11.580,60788.07,-3.69,11.284,11.083,11.050,43800.74,33721.16,31559.78,5.24
2011-08-17,11.600,12.170,11.700,11.600,40882.10,-0.43,11.488,11.154,11.104,46027.84,36056.47,32336.64,3.52
2011-08-18,11.710,11.920,11.330,11.200,36032.05,-3.16,11.614,11.182,11.122,50026.05,38222.90,32620.90,3.10
2011-08-19,11.180,11.180,11.050,10.680,24924.89,-2.47,11.606,11.201,11.116,48877.99,39096.06,32071.19,2.15
2011-08-22,11.200,11.420,10.890,10.880,22402.51,-1.45,11.344,11.207,11.101,37005.92,37329.45,31426.61,1.93
2011-08-23,10.910,11.280,11.150,10.880,14734.65,2.39,11.224,11.254,11.104,27795.24,35797.99,30383.36,1.27
2011-08-24,11.280,11.330,11.210,11.080,12796.39,0.54,11.126,11.307,11.111,22178.10,34102.97,29348.83,1.10
2011-08-25,11.210,11.430,11.310,11.110,21927.15,0.89,11.122,11.368,11.122,19357.12,34691.59,28936.52,1.89
2011-08-26,11.210,11.240,11.170,11.000,25069.76,-1.24,11.146,11.376,11.124,19386.09,34132.04,28733.00,2.16
2011-08-29,11.080,11.360,11.210,11.030,16557.35,0.36,11.210,11.277,11.129,18217.06,27611.49,28124.22,1.43
2011-08-30,11.250,11.370,10.930,10.890,15091.52,-2.50,11.166,11.195,11.139,18288.43,23041.84,28381.50,1.30
2011-08-31,10.970,10.970,10.880,10.630,12607.32,-0.46,11.100,11.113,11.134,18250.62,20214.36,28135.41,1.09
2011-09-01,10.990,10.990,10.650,10.640,12306.10,-2.11,10.968,11.045,11.114,16326.41,17841.76,28032.33,1.06
2011-09-02,10.610,10.730,10.520,10.470,6546.20,-1.22,10.838,10.992,11.097,12621.70,16003.90,27549.98,0.56
2011-09-05,10.370,10.460,10.180,10.180,7802.13,-3.23,10.632,10.921,11.064,10870.65,14543.86,25936.66,0.67
2011-09-06,10.180,10.190,9.990,9.940,9524.49,-1.87,10.444,10.805,11.030,9757.25,14022.84,24910.42,0.82
2011-09-07,9.990,10.880,10.680,9.990,17563.06,6.91,10.404,10.752,11.030,10748.40,14499.51,24301.24,1.51
2011-09-08,10.700,10.900,10.400,10.350,16608.76,-2.62,10.354,10.661,11.015,11608.93,13967.67,24329.63,1.43
2011-09-09,10.400,10.570,10.460,10.340,7289.32,0.58,10.342,10.590,10.983,11757.55,12189.63,23160.83,0.63
2011-09-13,10.120,10.300,9.980,9.800,24343.29,-4.59,10.302,10.467,10.872,15065.78,12968.22,20289.86,2.10
2011-09-14,10.050,10.090,10.030,9.800,6326.49,0.50,10.310,10.377,10.786,14426.18,12091.72,17566.78,0.54
2011-09-15,10.140,10.230,10.120,10.000,14784.15,0.90,10.198,10.301,10.707,13870.40,12309.40,16261.88,1.27
2011-09-16,10.170,10.270,10.060,10.050,11766.08,-0.59,10.130,10.242,10.644,12901.87,12255.40,15048.58,1.01
2011-09-19,10.000,10.080,10.020,9.850,16807.00,-0.40,10.042,10.192,10.592,14805.40,13281.48,14642.69,1.45
2011-09-20,10.020,10.160,10.000,9.910,11447.15,-0.20,10.046,10.174,10.548,12226.17,13645.98,14094.92,0.99
2011-09-21,10.040,10.270,10.200,9.930,17949.61,2.00,10.080,10.195,10.500,14550.80,14488.49,14255.67,1.55
2011-09-22,10.150,10.260,9.810,9.810,12032.23,-3.82,10.018,10.108,10.430,14000.41,13935.41,14217.46,1.04
2011-09-23,9.710,9.760,9.510,9.410,9586.21,-3.06,9.908,10.019,10.340,13564.44,13233.15,13600.41,0.83
2011-09-26,9.600,9.600,9.150,9.120,9830.30,-3.79,9.734,9.888,10.239,12169.10,13487.25,12838.44,0.85
2011-09-27,9.220,9.280,9.130,9.100,6762.70,-0.22,9.560,9.803,10.135,11232.21,11729.19,12348.71,0.58
2011-09-28,9.200,9.330,9.000,9.000,5783.03,-1.42,9.320,9.700,10.039,8798.89,11674.85,11883.28,0.50
2011-09-29,9.000,9.120,8.900,8.810,7093.91,-1.11,9.138,9.578,9.940,7811.23,10905.82,11607.61,0.61
2011-09-30,8.900,9.000,8.880,8.780,4839.51,-0.23,9.012,9.460,9.851,6861.89,10213.16,11234.28,0.42
2011-10-10,8.880,8.950,8.810,8.710,3574.40,-0.79,8.944,9.339,9.766,5610.71,8889.90,11085.69,0.31
2011-10-11,8.990,9.140,8.590,8.500,7694.97,-2.50,8.836,9.198,9.686,5797.16,8514.69,11080.33,0.66
2011-10-12,8.580,8.860,8.730,8.420,12733.31,1.63,8.782,9.051,9.623,7187.22,7993.06,11240.77,1.10
2011-10-13,8.770,8.860,8.820,8.740,9261.76,1.03,8.766,8.952,9.530,7620.79,7716.01,10825.71,0.80
2011-10-14,8.810,9.040,8.800,8.750,8861.59,-0.23,8.750,8.881,9.450,8425.21,7643.55,10438.35,0.76
2011-10-17,8.850,8.950,8.900,8.750,8569.02,1.14,8.768,8.856,9.372,9424.13,7517.42,10502.34,0.74
2011-10-18,8.880,8.890,8.700,8.530,7562.27,-2.25,8.790,8.813,9.308,9397.59,7597.38,9663.28,0.65
2011-10-19,8.680,8.800,8.620,8.610,2447.22,-0.92,8.768,8.775,9.238,7340.37,7263.80,9469.32,0.21
2011-10-20,8.700,8.700,7.870,7.870,12849.43,-8.70,8.578,8.672,9.125,8057.91,7839.35,9372.58,1.11
2011-10-21,8.030,8.030,7.790,7.600,5730.18,-1.02,8.376,8.563,9.012,7431.62,7928.42,9070.79,0.49
2011-10-24,7.870,7.880,7.840,7.630,6875.54,0.64,8.164,8.466,8.903,7092.93,8258.53,8574.22,0.59
2011-10-25,7.870,8.040,8.030,7.730,7591.34,2.42,8.030,8.410,8.804,7098.74,8248.17,8381.43,0.65
2011-10-26,7.940,8.200,8.060,7.940,9408.66,0.37,7.918,8.343,8.697,8491.03,7915.70,7954.38,0.81
2011-10-27,8.050,8.250,8.150,8.030,9375.43,1.12,7.974,8.276,8.614,7796.23,7927.07,7821.54,0.81
2011-10-28,8.400,8.580,8.300,8.180,17521.41,1.84,8.076,8.226,8.554,10154.48,8793.05,8218.30,1.51
2011-10-31,8.310,8.310,8.200,8.100,14500.35,-1.21,8.148,8.156,8.506,11679.44,9386.18,8451.80,1.25
2011-11-01,8.100,8.250,8.190,8.000,14687.95,-0.12,8.180,8.105,8.459,13098.76,10098.75,8848.06,1.27
2011-11-02,8.070,8.250,8.210,7.960,12688.54,0.24,8.210,8.064,8.420,13754.74,11122.88,9193.34,1.09
2011-11-03,8.220,8.540,8.250,8.220,17083.82,0.49,8.230,8.102,8.387,15296.41,11546.32,9692.83,1.47
2011-11-04,8.330,8.390,8.390,8.220,10783.09,1.70,8.248,8.162,8.363,13948.75,12051.61,9990.01,0.93
2011-11-07,8.380,8.480,8.400,8.320,6772.13,0.12,8.288,8.218,8.342,12403.11,12041.27,10149.90,0.58
2011-11-08,8.390,8.390,8.050,8.050,9820.65,-4.17,8.260,8.220,8.315,11429.65,12264.20,10256.18,0.85
2011-11-09,8.080,8.860,8.860,7.980,81233.47,10.06,8.390,8.300,8.322,25138.63,19446.68,13681.19,7.00
2011-11-10,8.720,8.740,8.580,8.470,51387.47,-3.16,8.456,8.343,8.310,31999.36,23647.89,15787.48,4.43
2011-11-11,8.550,8.660,8.640,8.490,27681.75,0.70,8.506,8.377,8.302,35379.09,24663.92,16728.49,2.38
2011-11-15,8.710,8.850,8.600,8.520,32180.20,-0.46,8.546,8.417,8.287,40460.71,26431.91,17909.04,2.77
2011-11-16,8.610,8.650,8.210,8.130,24093.14,-4.54,8.578,8.419,8.262,43315.21,27372.43,18735.59,2.08
2011-11-17,8.280,8.370,8.290,8.180,13321.36,0.97,8.464,8.427,8.246,29732.78,27435.71,19279.30,1.15
2011-11-18,8.220,8.260,7.950,7.880,16405.84,-4.10,8.338,8.397,8.250,22736.46,27367.91,19457.12,1.41
2011-11-21,7.950,7.980,7.960,7.750,9841.72,0.13,8.202,8.354,8.258,19168.45,27273.77,19662.69,0.85
2011-11-22,7.900,7.970,7.960,7.830,6151.41,0.00,8.074,8.310,8.264,13962.69,27211.70,19626.49,0.53
2011-11-23,7.960,7.990,7.890,7.860,6106.28,-0.88,8.010,8.294,8.257,10365.32,26840.26,19552.23,0.53
2011-11-24,7.850,8.050,7.920,7.720,8892.20,0.38,7.936,8.200,8.250,9479.49,19606.14,19526.41,0.77
2011-11-25,7.950,8.040,7.780,7.760,9169.58,-1.77,7.902,8.120,8.232,8032.24,15384.35,19516.12,0.79
2011-11-28,7.770,7.890,7.830,7.760,6959.06,0.64,7.876,8.039,8.208,7455.71,13312.08,18988.00,0.60
2011-11-29,7.860,8.030,7.960,7.790,9790.66,1.66,7.876,7.975,8.196,8183.56,11073.13,18752.52,0.84
2011-11-30,7.970,7.970,7.620,7.620,12393.24,-4.27,7.822,7.916,8.168,9440.95,9903.14,18637.78,1.07
2011-12-01,7.760,8.000,7.790,7.760,14108.93,2.23,7.796,7.866,8.147,10484.29,9981.89,18708.80,1.22
2011-12-02,7.800,7.800,7.730,7.600,11146.43,-0.77,7.786,7.844,8.121,10879.66,9455.95,18411.93,0.96
2011-12-05,7.700,7.700,7.340,7.320,4848.40,-5.04,7.688,7.782,8.068,10457.53,8956.62,18115.20,0.42
2011-12-06,7.400,7.400,7.350,7.260,4176.61,0.14,7.566,7.721,8.016,9334.72,8759.14,17985.42,0.36
2011-12-07,7.500,8.090,8.090,7.500,25267.05,10.07,7.660,7.741,8.018,11909.48,10675.22,18757.74,2.18
2011-12-08,8.200,8.490,8.310,7.910,61928.53,2.72,7.764,7.780,7.990,21473.40,15978.85,17792.49,5.33
2011-12-09,8.230,8.230,7.980,7.960,25504.53,-3.97,7.814,7.800,7.960,24345.02,17612.34,16498.35,2.20
2011-12-13,7.590,7.680,7.480,7.180,23866.96,-6.27,7.842,7.765,7.902,28148.74,19303.13,16307.61,2.06
2011-12-14,7.340,7.600,7.410,7.310,14260.49,-0.94,7.854,7.710,7.843,30165.51,19750.12,15411.62,1.23
2011-12-15,7.210,7.400,7.190,6.890,21729.32,-2.97,7.674,7.667,7.792,29457.97,20683.72,15293.43,1.87
2011-12-16,7.190,7.400,7.400,7.000,13226.88,2.92,7.492,7.628,7.747,19717.64,20595.52,15288.71,1.14
2011-12-19,7.310,7.420,7.320,7.000,14673.77,-1.08,7.360,7.587,7.716,17551.48,20948.25,15202.10,1.26
2011-12-20,7.260,7.620,7.400,7.210,19608.96,1.09,7.344,7.593,7.688,16699.88,22424.31,15690.46,1.69
2011-12-21,7.400,7.460,7.190,7.080,15166.52,-2.84,7.300,7.577,7.649,16881.09,23523.30,16141.22,1.31
2011-12-22,7.100,7.100,6.880,6.650,14151.26,-4.31,7.238,7.456,7.599,15365.48,22411.72,16543.47,1.22
2011-12-23,6.720,7.010,7.010,6.720,9245.14,1.89,7.160,7.326,7.553,14569.13,17143.38,16561.12,0.72
2011-12-26,6.960,7.080,6.900,6.880,3259.25,-1.57,7.076,7.218,7.509,12286.23,14918.86,16265.60,0.25
2011-12-27,6.850,6.900,6.700,6.600,5445.44,-2.90,6.936,7.140,7.453,9453.52,13076.70,16189.92,0.42
2011-12-28,6.610,6.780,6.780,6.520,4270.66,1.19,6.854,7.077,7.394,7274.35,12077.72,15913.92,0.33
2011-12-29,6.720,6.850,6.740,6.700,3066.26,-0.59,6.826,7.032,7.350,5057.35,10211.41,15447.57,0.24
2011-12-30,6.790,7.410,7.050,6.750,14546.33,4.60,6.834,6.997,7.313,6117.59,10343.36,15469.44,1.13
2012-01-04,6.990,7.090,6.760,6.740,4370.57,-4.11,6.806,6.941,7.264,6339.85,9313.04,15130.65,0.34
2012-01-05,6.700,6.710,6.540,6.520,5319.98,-3.25,6.774,6.855,7.224,6314.76,7884.14,15154.23,0.41
2012-01-06,6.500,6.680,6.680,6.250,4539.60,2.14,6.754,6.804,7.191,6368.55,6821.45,15172.37,0.35
2012-01-09,6.680,6.890,6.880,6.600,8448.56,2.99,6.782,6.804,7.130,7445.01,6251.18,14331.45,0.66
2012-01-10,6.890,7.190,7.190,6.810,13728.55,4.51,6.810,6.822,7.074,7281.45,6699.52,11921.45,1.07
2012-01-11,7.380,7.380,7.070,7.040,9812.20,-1.67,6.872,6.839,7.029,8369.78,7354.82,11136.84,0.77
2012-01-12,7.030,7.280,7.050,7.010,7657.94,-0.28,6.974,6.874,7.007,8837.37,7576.07,10326.38,0.60
2012-01-13,7.050,7.070,6.700,6.660,7266.10,-4.96,6.978,6.866,6.972,9382.67,7875.61,9976.66,0.57
2012-01-16,6.660,6.680,6.430,6.420,2744.39,-4.03,6.888,6.835,6.934,8241.84,7843.42,9027.42,0.21
2012-01-18,6.870,7.070,6.790,6.750,26406.88,5.60,6.808,6.809,6.903,10777.50,9029.48,9686.42,2.06
2012-01-19,6.610,6.670,6.660,6.400,18914.29,-1.92,6.726,6.799,6.870,12597.92,10483.85,9898.44,1.48
2012-01-20,6.650,7.110,6.980,6.630,20375.23,4.80,6.712,6.843,6.849,15141.38,11989.37,9936.76,1.59
2012-01-30,6.900,6.950,6.880,6.810,6071.47,-1.43,6.748,6.863,6.834,14902.45,12142.56,9482.01,0.47
2012-01-31,6.840,6.990,6.960,6.810,5149.74,1.16,6.854,6.871,6.838,15383.52,11812.68,9031.93,0.40
2012-02-01,6.830,6.970,6.860,6.800,4870.42,-1.44,6.868,6.838,6.830,11076.23,10926.87,8813.19,0.38
2012-02-02,6.850,6.940,6.940,6.780,5087.36,1.17,6.924,6.825,6.832,8310.84,10454.38,8904.60,0.40
2012-02-03,6.860,7.110,7.020,6.860,10364.09,1.15,6.932,6.822,6.848,6308.62,10725.00,9150.53,0.81
2012-02-06,7.020,7.120,7.090,6.960,7917.40,1.00,6.974,6.861,6.864,6677.80,10790.13,9332.87,0.62
2012-02-07,7.030,7.030,6.840,6.800,5845.39,-3.53,6.950,6.902,6.869,6816.93,11100.23,9471.82,0.46
2012-02-08,6.880,7.060,7.020,6.840,7645.93,2.63,6.982,6.925,6.867,7372.03,9224.13,9126.80,0.60
2012-02-09,7.010,7.420,7.120,6.990,17117.51,1.43,7.018,6.971,6.885,9778.06,9044.45,9764.15,1.33
2012-02-10,7.120,7.360,7.250,7.010,15434.60,1.83,7.064,6.998,6.921,10792.17,8550.39,10269.88,1.20
2012-02-13,7.020,7.280,7.190,7.020,11087.40,-0.83,7.084,7.029,6.946,11426.17,9051.98,10597.27,0.86
2012-02-14,7.170,7.910,7.910,7.130,42162.42,10.01,7.298,7.124,6.998,18689.57,12753.25,12282.97,3.29
2012-02-15,8.080,8.470,8.290,8.000,72048.66,4.80,7.552,7.267,7.053,31570.12,19471.08,15198.97,5.62
2012-02-16,8.160,8.230,8.200,8.060,40663.40,-1.09,7.768,7.393,7.109,36279.30,23028.68,16741.53,3.17
2012-02-17,8.130,8.200,7.970,7.920,35141.00,-2.81,7.912,7.488,7.155,40220.58,25506.37,18115.68,2.74
2012-02-20,8.080,8.110,8.030,7.900,28942.00,0.75,8.080,7.582,7.222,43791.50,27608.83,19199.48,2.26
2012-02-21,8.010,8.070,8.050,7.750,23231.52,0.25,8.108,7.703,7.303,40005.32,29347.44,20223.84,1.81
2012-02-22,8.000,8.290,8.110,7.980,38192.94,0.74,8.072,7.812,7.369,33234.17,32402.15,20813.14,2.98
2012-02-23,8.050,8.350,8.200,8.050,31750.70,1.11,8.072,7.920,7.446,31451.63,33865.46,21454.96,2.48
2012-02-24,8.200,8.870,8.600,8.090,63074.19,4.88,8.198,8.055,7.527,37038.27,38629.42,23589.91,4.92
2012-02-27,8.580,9.140,8.890,8.470,86180.74,3.37,8.370,8.225,7.627,48486.02,46138.76,27595.37,6.72
2012-02-28,8.790,9.200,9.180,8.580,39875.34,3.26,8.596,8.352,7.738,51814.78,45910.05,29331.65,3.11
2012-02-29,9.060,9.200,8.920,8.800,43747.06,-2.83,8.758,8.415,7.841,52925.61,43079.89,31275.48,3.41
2012-03-01,8.850,8.950,8.930,8.620,14618.95,0.11,8.904,8.488,7.941,49499.26,40475.44,31752.06,1.14
2012-03-02,8.830,9.300,9.170,8.810,33562.71,2.69,9.018,8.608,8.048,43596.96,40317.62,32911.99,2.62
2012-03-05,9.150,9.200,9.070,8.900,17730.75,-1.09,9.054,8.712,8.147,29906.96,39196.49,33402.66,1.38
2012-03-06,9.000,9.070,9.000,8.800,11010.74,-0.77,9.018,8.807,8.255,24134.04,37974.41,33660.93,0.86
2012-03-07,8.850,9.050,8.910,8.800,13813.33,-1.00,9.016,8.887,8.350,18147.30,35536.45,33969.30,1.08
2012-03-08,8.860,9.150,9.090,8.860,24213.40,2.02,9.048,8.976,8.448,20066.19,34782.72,34324.09,1.89
2012-03-09,9.090,9.090,9.070,8.810,17736.01,-0.22,9.028,9.023,8.539,16900.85,30248.90,34439.16,1.38
2012-03-12,9.000,9.030,8.810,8.750,13271.19,-2.87,8.976,9.015,8.620,16008.93,22957.95,34548.35,1.03
2012-03-13,8.810,8.900,8.860,8.710,11193.79,0.57,8.948,8.983,8.668,16045.54,20089.79,32999.92,0.87
2012-03-14,8.810,8.940,8.240,8.020,19521.61,-7.00,8.814,8.915,8.665,17187.20,17667.25,30373.57,1.52
2012-03-15,8.200,8.330,7.800,7.790,16429.29,-5.34,8.556,8.802,8.645,15630.38,17848.28,29161.86,1.28
2012-03-16,7.800,8.080,8.030,7.790,8849.37,2.95,8.348,8.688,8.648,13853.05,15376.95,27847.28,0.69
2012-03-19,8.010,8.140,8.100,7.900,7321.13,0.87,8.206,8.591,8.652,12663.04,14335.99,26766.24,0.57
2012-03-20,8.120,8.350,8.180,8.000,11345.94,0.99,8.070,8.509,8.658,12693.47,14369.51,26171.96,0.88
2012-03-21,8.170,8.550,8.340,8.170,15151.07,1.96,8.090,8.452,8.670,11819.36,14503.28,25019.87,1.18
2012-03-22,8.200,8.300,8.190,8.000,10709.29,-1.80,8.168,8.362,8.669,10675.36,13152.87,23967.80,0.84
2012-03-23,8.030,8.170,7.860,7.850,8060.13,-4.03,8.134,8.241,8.632,10517.51,12185.28,21217.09,0.63
2012-03-26,7.870,8.040,7.970,7.800,3581.39,1.40,8.108,8.157,8.586,9769.56,11216.30,17087.12,0.28
2012-03-27,8.020,8.080,7.950,7.920,8017.08,-0.25,8.062,8.066,8.525,9103.79,10898.63,15494.21,0.63
2012-03-28,7.950,7.960,7.500,7.500,6638.91,-5.66,7.894,7.992,8.454,7401.36,9610.36,13638.80,0.52
2012-03-29,7.560,7.630,7.230,7.200,15110.91,-3.60,7.702,7.935,8.369,8281.68,9478.52,13663.40,1.18
2012-03-30,7.220,7.350,7.170,7.080,8551.09,-0.83,7.564,7.849,8.269,8379.88,9448.69,12412.82,0.67
2012-04-05,7.150,7.450,7.380,7.150,6807.00,2.93,7.446,7.777,8.184,9025.00,9397.28,11866.63,0.53
2012-04-06,7.400,7.550,7.480,7.340,9676.39,1.35,7.352,7.707,8.108,9356.86,9230.33,11799.92,0.75
2012-04-09,7.420,7.600,7.470,7.370,8625.00,-0.13,7.346,7.620,8.036,9754.08,8577.72,11540.50,0.67
2012-04-10,7.350,7.700,7.540,7.250,9168.83,0.94,7.408,7.555,7.959,8565.66,8423.67,10788.27,0.72
2012-04-11,7.580,7.870,7.720,7.410,25643.95,2.39,7.518,7.541,7.891,11984.23,10182.06,11183.67,2.00
2012-04-12,7.700,7.980,7.850,7.580,20622.64,1.68,7.612,7.529,7.843,14747.36,11886.18,11551.24,1.61
2012-04-13,7.950,8.190,7.870,7.790,24340.92,0.26,7.690,7.521,7.794,17680.27,13518.56,12208.60,1.90
2012-04-16,8.050,8.660,8.410,8.000,76643.04,6.86,7.878,7.612,7.802,31283.88,20518.98,15064.67,5.98
2012-04-17,8.200,8.290,8.000,7.950,40663.61,-4.88,7.970,7.689,7.812,37582.83,23074.25,16276.38,3.17
2012-04-18,8.010,8.130,8.100,7.850,30308.02,1.25,8.046,7.782,7.816,38515.65,25249.94,17349.32,2.36
2012-04-19,8.110,8.130,7.970,7.950,17199.31,-1.60,8.070,7.841,7.809,37830.98,26289.17,17843.23,1.34
2012-04-23,8.380,8.680,8.300,8.220,78991.65,4.14,8.156,7.923,7.815,48761.13,33220.70,21225.51,6.16
2012-04-24,8.120,8.210,8.170,7.700,42585.03,-1.57,8.108,7.993,7.807,41949.52,36616.70,22597.21,3.32
2012-04-25,8.100,8.990,8.990,7.960,135031.59,10.04,8.306,8.138,7.847,60823.12,49202.98,28813.32,10.53
2012-04-26,9.400,9.890,9.890,9.400,147731.89,10.01,8.664,8.355,7.948,84307.89,61411.77,35796.91,11.52
2012-04-27,10.100,10.110,9.430,9.110,125707.46,-4.65,8.956,8.513,8.021,106009.52,71920.25,41903.22,9.80
2012-05-02,9.520,10.280,9.740,9.520,128608.61,3.29,9.244,8.700,8.111,115932.92,82347.02,47932.79,10.03
2012-05-03,9.450,10.080,10.030,9.330,113005.88,2.98,9.616,8.862,8.237,130017.09,85983.31,53251.14,8.81
2012-05-04,9.970,11.030,10.710,9.800,166916.59,6.78,9.960,9.133,8.411,136394.09,98608.60,60841.42,13.02
2012-05-07,10.400,10.910,10.830,10.180,112741.80,1.12,10.148,9.406,8.594,129396.07,106851.98,66050.96,8.79
2012-05-08,10.700,10.780,10.500,10.330,74974.01,-3.05,10.362,9.659,8.750,119249.38,112629.45,69459.31,5.85
